"","SAI","Policy_num","Prime","Competitor","Program","mstr_agt_cd","pri_agt_cd","sub_agt_cd","insured_zip_cd"
"32235","8538XA213","9H996596","FSB INSURANCE","State Auto","BLDG PAC OFC PRIMARY","DDS38","XW599","XW599","38201"
"32238","7812K4211","9H996688","LIBSCO FINANCIAL GRP LLC","Hartford","CON PAC PLUMBING","43351","43351","43351","60656"
"32239","7328X8213","9H996885","ISU MIJU INS\GROUP","Zurich","RESTAURANT ORIENTAL-FAMILY STY","HE771","HH176","HH176","30087"
"32240","8591x2213","9H997384","TWFG INS SERVICES INC","Hartford","STORE PAC CANDLE SHOPS","CCW16","CFX09","CFX09","75237"
"32242","8643x4213","9H997925","SOUTHGROUP INSURANCE","Hartford","STORE PAC FLORISTS SHOPS INC.","WY160","XL590","XL590","39051"
"32244","8592X7213","9H998160","MARSH & MCLENNAN AGCY","State Auto","RESTAURANT OTHER ETHIC CUISINE","PC222","PC222","PC222","75218"
"32245","8694X4213","9H998830","SHEPARD WALTON KING INS","Other","RESTAURANT ALL OTHER - FAMILY","PY097","FY396","FY396","78504"
"32246","8712X0213","9H998922","DML INSURANCE SERVICES","Hartford","BLDG PAC OFC PRIMARY","CCJ01","CCJ01","CCJ01","98101"
"32247","8993X4213","9J007087","ABBOTT-PAYNE & HAMILTON","Nationwide","CON PAC FENCE DEALER/INSTALLER","EJ330","CHV44","CHV44","23455"
"32248","8670X8213","9J008742","BARTON\DALE\AGENCY","Cincinnati","STORE PAC FABRIC STORES","FM941","FM941","FM941","84070"
"32249","7289P5213","9J008938","SECURITY FEDERAL INS","Other","BUS PAC BEAUTY SHOPS","CGC37","X2594","X2594","30809"
"32250","9684X1213","9J009462","CREATIVE INS SOLUTIONS","Nationwide","STORE PAC FLORISTS SHOPS INC.","CHX20","CKN65","CKN65","21771"
"32251","9691X7213","9J009486","SILAS T GARCIA AGENCY","Other","BUS PAC BEAUTY SHOPS","CBV59","CBV59","CBV59","87552"
"32252","8431XA213","9J009658","FRANK INSURANCE INC","Donegal","CON PAC FENCE DEALER/INSTALLER","FR314","DGF83","DGF83","18643"
"32253","9734X4213","9J009880","PRITCHETT-MOORE INC","Liberty","BLDG PAC MERCANTILE OTHER","G7063","G7063","G7063","35401"
"32255","9761x8213","9J010203","CORNERSTONE INS SERV LLC","Hartford","STORE PAC FOOD AND DRINKS DELI","CJJ78","CJJ78","CJJ78","30024"
"32256","9831X9213","9J011304","CHARLES RIVER INSURANCE","Hartford","BUS PAC DAY SPA","DCB73","XL722","XL722","2052"
"32257","9860X1213","9J011722","CERTIFIED INS SERVS","State Auto","APART PAC BLDG 5-12 UNITS","EE401","EE401","EE401","84721"
"32258","9900X5213","9J012602","FTC INS GROUP LLC","Other","APART PAC BLDG 5-12 UNITS","CMK17","CMK17","CMK17","37203"
"32259","9950X0213","9J013230","INTERNATIONAL INS OF GA","Other","RESTAURANT SEAFOOD-FAMILY STYL","HG475","HG475","HG475","30135"
"32260","9980X8213","9J013948","B&B INS ASSOC INC","Foremost","BLDG PAC OFC PRIMARY","DFG86","DFG86","DFG86","20175"
"32262","1002Y0213","9J01395A","BSB INSURANCE AGENCY","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CFX43","CFX43","CFX43","75028"
"32265","9913X8213","9J014017","PROFESSIONAL FINANCIAL","Hartford","OFC PAC DENTISTS","XG032","YY529","YY529","27103"
"32266","9985x0213","9J014644","CORNERSTONE INS SERV LLC","Other","BUS PAC TAILOR SHOPS (MEN'S &","CJJ78","CJJ78","CJJ78","30342"
"32268","1082Y3213","9J014865","ABP INSURANCE AGENCY","Allstate","BUS PAC NAIL SALONS","PC967","PC967","PC967","22026"
"32269","1107Y1213","9J015106","ABP INSURANCE AGENCY","Farmers","BUS PAC NAIL SALONS","PC967","PC967","PC967","22192"
"32270","1085Y7213","9J015155","TANNER-IBBOTSON INC","Hartford","OFC PAC DENTISTS","RF791","F7850","F7850","13212"
"32271","1097Y5213","9J015211","CLAY & LAND INS INC","Other","STORE PAC FURN APPL ACC FURN S","78473","78473","78473","97502"
"32274","1129y9213","9J015536","NORTHEASTERN INS AGENCY","Erie","CON PAC CARPET/FLOOR INSTALLAT","DJN31","DJN31","DJN31","12019"
"32275","1165Y7213","9J016164","INSURANCE BROKERS INC","Other","STORE PAC FOOD AND DRINKS BAKE","TR854","TR854","TR854","60478"
"32276","1193Y5213","9J016490","TMW GRP WEALTH MNGT","Allied","CONSULTANTS - MANAGEMENT","DGW99","DGW99","DGW99","37160"
"32278","1189Y3213","9J016613","ROCKWOOD COMPANY","Liberty","RESTAURANT ALL OTHER - FAMILY","DDY40","75778","75778","92253"
"32279","1210Y7213","9J016778","J S WARD & SON INC","Hartford","JUICE BARS","YL135","YL135","YL135","88201"
"32280","1219Y8213","9J016846","NCMIC INSURANCE SERVICES","Liberty","OFC PAC CHIROPRACTORS","CJG37","CJG37","CJG37","19963"
"32282","1231YA213","9J01715A","ADVANTAGE BENEFITS INC","Liberty","BLDG PAC GAS STATIONS - LESSOR","FR350","FR350","FR350","3054"
"32284","1230Y5213","9J017486","ALPHA INSURANCE SOLUTION","Guard Insurance (Berkshire Hathaway)","RESTAURANT ALL OTHER - FAST FO","CFY49","DHX05","DHX05","60540"
"32285","1291Y4213","9J017892","ADVANTAGE INSURANCE LLC","Hartford","BLDG PAC MERCANTILE SHOP CENTE","DLB25","CPD97","CPD97","33483"
"32286","8381H9213","9J018274","CLEAR INS SOLUTIONS","Hartford","OFC PAC PHYS AND SURG & OSTEOP","442","442","442","84092"
"32287","9190FA206","9J018286","GANNON ASSOCIATES","Other","CON PAC EXCAVATION","PH136","PH136","PH136","18810"
"32288","1296Y7213","9J018378","GOODMAN GRAVLEY INS","Allied","BLDG PAC OFC PRIMARY","XF913","XW758","XW758","67063"
"32289","1387Y0213","9J019191","WILLIAMS TURNER & MATHIS","Hartford","OFC PAC LAWYERS","CBY15","X0616","X0616","30004"
"32290","1375Y2213","9J019209","SOVEREIGN INSURANCE GRP","Cincinnati","BLDG PAC MFG PROCESSING","XH433","XH433","XH433","18102"
"32291","1396Y5213","9J019584","LEEDS & YORK LLC","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CVY57","CVY57","CVY57","89048"
"32294","1413Y7213","9J019603","INSURANCE SOLUTIONS","Other","RESTAURANT ALL OTHER - FAMILY","CJV95","CJV95","CJV95","10472"
"32295","1455Y2213","9J020104","MOUNTAIN LAKES INS LLC","Hartford","STORE PAC PHOTOGRAPHY - PORTRA","WH865","X2723","X2723","30189"
"32296","1464Y7213","9J020208","RSI INS AGENCY INC","Other","RESTAURANT ALL OTHER - FAMILY","CTY91","CTY91","CTY91","7065"
"32297","1474Y6213","9J020442","WALKER AGENCY\THE","Other","APART PAC BLDG 13-24 UNITS","VX266","TX343","TX343","22968"
"32298","1432y0213","9J020939","ADAMS\LEONARD\COMPANY","Liberty","BLDG PAC OFC PRIMARY","HE680","XW008","XW008","97302"
"32299","1498Y2213","9J02099A","RAMAEKERS\P J\& ASSOC","Other","STORE PAC DISCOUNT STORES","WY441","WY441","WY441","68127"
"32300","1466y6213","9J021291","PRESIDENT INS AGENCY INC","Other","OFC PAC DENTISTS","F8135","XH399","XH399","2169"
"32301","1553Y1213","9J021715","FOUNDATION INS GROUP","Erie","OFC PAC REAL ESTATE AGENCIES-C","CFP03","CFP03","CFP03","22046"
"32302","6695X6213","9J022134","TRUSTPOINT INSURANCE LLC","Frankenmuth","CON PAC ELEC,HOUSEHOLD APPL& E","EJ330","HG528","HG528","29615"
"32303","1599Y5213","9J022459","AMERICAN CASUALTY INSURANCE","Hanover","OFC PAC INS AGENTS","TC311","SV819","SV819","76051"
"32304","1659y7213","9J023874","WILSON\MICKEY\& ASSOC","Hartford","BUS PAC BEAUTY SHOPS","FA153","FA153","FA153","30342"
"32305","1838Y0213","9J025289","HAYS INSURANCE GROUP LLC","Allied","RESTAURANT ORIENTAL-FAMILY STY","CCV60","CCV60","CCV60","78610"
"32308","1862Y0213","9J025683","BSB INSURANCE AGENCY","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CFX43","CFX43","CFX43","76210"
"32309","1860Y1213","9J025763","HUTSON-ETHERREDGE-BROWN","Hartford","RESTAURANT ORIENTAL-FAMILY STY","2631","2631","2631","29803"
"32310","1873Y4213","9J025806","SMITH INSURANCE","Hartford","RESTAURANT PIZZA-FAST FOOD","F5581","F5581","F5581","6385"
"32311","1507Y4213","9J026108","INDIANA INSURANCE","Other","RELIGIOUS PAC-OWNER OCCUPIED","JA300","CFK97","CFK97","15922"
"32312","1829Y6213","9J026121","WORTHAM AUSTIN INC","Chubb","BLDG PAC MERCANTILE SHOP CENTE","17407","17407","17407","78703"
"32314","5155C4178","9J03550A","DESERT MOUNTAIN INS SVCS","Other","OFC PAC PHYS AND SURG & OSTEOP","TH887","CNQ55","CNQ55","86336"
"32315","2694Y7213","9J037805","BUSINESS BENEFITS\THE","Hartford","COMPUTER CONSULTANTS","CVK78","CVK78","CVK78","20148"
"32316","2030y5213","9J038144","FOWLER INS AGENCY INC","Hartford","OFC PAC - INTERIOR DECORATORS","PG091","XW230","XW230","30008"
"32318","2525ya213","9J038224","AFFORDABLE AMERICAN INS","Hartford","BLDG PAC MERCANTILE SHOP CENTE","CDY41","X3866","X3866","80111"
"32319","3125Y3213","9J039000","NCMIC INSURANCE SERVICES","Hartford","OFC PAC MED SPA","CJG37","CJG37","CJG37","92374"
"32322","3102Y1213","9J039128","BEST BUY INSURANCE","Other","COMMERCIAL CONDOMINIUM - MERCA","CGD99","CGD99","CGD99","80498"
"32323","3107Y4213","9J039208","FIRST NATL INS AGCY LLC","Cincinnati","COFFEE BARS","F6975","SV890","SV890","16033"
"32324","3153Y1213","9J039626","JOHNSON & JOHNSON INC","Other","CON PAC WELL DRILLING-WATER","RF845","RF845","RF845","2651"
"32325","3212y9213","9J040385","INS CENTER OF MERIDIAN","FCCI","BLDG PAC OFC PRIMARY","HG965","WR667","WR667","39305"
"32326","3226Y6213","9J040545","KNH INSURANCE SERVICES","Other","RESTAURANT ORIENTAL-FAMILY STY","CHP31","CNS17","CNS17","76132"
"32327","3235Y0213","9J040717","DEERFOOT INS AGENCY","Cincinnati","BLDG PAC MFG PROCESSING","CWX09","CWX09","CWX09","35126"
"32328","3210YA213","9J04107A","PACIFIC PARTNERS INS","Liberty","BLDG PAC MERCANTILE SHOP CENTE","KG902","RX691","RX691","90007"
"32329","3263Y9213","9J041658","SNYDER MOORE AGENCIES","Nationwide","BLDG PAC APART INCIDENTAL MERC","HY503","HY503","HY503","19063"
"32330","3301Y3213","9J041738","JAMES A SCOTT & SON INC","Other","BLDG PAC OFC PRIMARY","80811","XV515","XV515","24502"
"32331","3301Y3213","9J041738","JAMES A SCOTT & SON INC","Unknown","BLDG PAC OFC PRIMARY","80811","XV515","XV515","24502"
"32332","3303Y2213","9J041806","WHITTEN INS AGENCY INC","Hartford","BUS PAC BEAUTY SHOPS","YL082","YL082","YL082","73533"
"32333","6756WA213","9J042053","BRIA INSURANCE & RISK","Hartford","OFC PAC REAL ESTATE AGENCIES-C","PW541","EH543","EH543","78756"
"32335","3329Y8213","9J042201","HORNAFIUS INS AGCY INC","Other","CON PAC PAINTING - EXTERIOR","FT954","FT954","FT954","17552"
"32336","3333YA213","9J04246A","A I AGCY OF COLORADO INC","State Auto","RESTAURANT OTHER ETHIC CUISINE","CBG32","DHB61","DHB61","81657"
"32337","3296YA213","9J042618","RIVERSIDE BUSINESS INS","Other","CON PAC CARPET,RUG,UPHOLSTRY C","DKT56","DKT56","DKT56","84123"
"32339","3382y0213","9J042692","FARLEY AGENCY INC\THE","CNA","BLDG PAC MERCANTILE OTHER","TY085","TY085","TY085","31904"
"32340","3370Y2213","9J042711","NCMIC INSURANCE SERVICES","Liberty","OFC PAC CHIROPRACTORS","CJG37","CJG37","CJG37","41071"
"32341","3380Y1213","9J042772","CLEAR INS SOLUTIONS","Liberty","CONSULTANTS - ALL OTHER","442","442","442","84115"
"32342","3374Y0213","9J042864","E & M INSURANCE LLC","Harleysville","BLDG PAC MERCANTILE SHOP CENTE","WT566","HY513","HY513","19372"
"32343","3385Y4213","9J042932","HALLMARK INSURANCE GROUP","Hartford","BUS PAC DAY SPA","CDT22","CDT22","CDT22","22191"
"32345","3404Y5213","9J043074","OXFORD INS AGENCY INC","Other","BLDG PAC MFG PROCESSING","HF443","HF443","HF443","1501"
"32346","3393Y4213","9J043191","DESERT MOUNTAIN AGENCY","Hartford","CONSULTANTS - MANAGEMENT","CBN96","XJ792","XJ792","87110"
"32347","3408Y3213","9J043399","AP INSURANCE & FINANCIAL","Hartford","RESTAURANT ORIENTAL-FAMILY STY","CGD09","CGD09","CGD09","77494"
"32348","3443Y7213","9J043744","BLOCK INS AGENCY INC","Liberty","RESTAURANT PIZZA-FAMILY STYLE","HH300","HH300","HH300","18102"
"32349","3440y3213","9J043781","PRYOR GROUP LLC\THE","Other","RESTAURANT SEAFOOD-FAMILY STYL","CQJ04","CQJ04","CQJ04","75104"
"32350","3460y1213","9J043836","MARIETTA INSURANCE SERV","Hartford","OFC PAC - PSYCHIATRISTS","PL268","PL268","PL268","30101"
"32351","3442Y2213","9J043989","INS ASSOC OF MAGEE INC","Hartford","APART PAC BLDG 1-4 UNITS","HG898","HG898","HG898","39111"
"32352","3476Y8213","9J044046","NCMIC INSURANCE SERVICES","Hartford","OFC PAC CHIROPRACTORS","CJG37","CJG37","CJG37","90815"
"32353","3475Y3213","9J044138","HERMES INSURANCE AGENCY","Other","CON PAC ELEC,HOUSEHOLD APPL& E","XH135","XH135","XH135","78130"
"32354","3480YA213","9J044163","ALLERS MORRISON INS AGCY","Other","APART PAC BLDG 1-4 UNITS","CFY49","DKJ32","DKJ32","60068"
"32355","3493Y2213","9J044323","STUMP\DAVID\INSURANCE","Erie","BLDG PAC MERCANTILE OTHER","CCT61","CCT61","CCT61","22604"
"32356","3486Y7213","9J044427","NICKELS\LISA\INS AGENCY","Hartford","RESTAURANT ALL OTHER - FAMILY","CWH44","CWH44","CWH44","76054"
"32359","3530Y2213","9J044901","FOLEY INS GROUP","State Auto","STORE PAC CONVENIENCE STORE W","CCQ98","CCQ98","CCQ98","1104"
"32360","3522Y2213","9J044986","SIG INS SERVICES LLC","Other","GARAGE PAC OIL CHANGE AND LUBE","CCR66","CMH92","CMH92","75670"
"32361","3550Y0213","9J045031","NOLAN AGENCY INC\THE","Hartford","CON PAC ELEC-WIRING WITHIN BLD","HG824","HG824","HG824","60555"
"32362","3576y6213","9J045288","COBBLE INS AGENCY INC","Other","BLDG PAC OFC PRIMARY","WY662","CMW99","CMW99","73160"
"32363","3546Y9213","9J045400","BROWN & BROWN-FT COLLINS","Other","STORE PAC GIFTS","FN714","XW386","XW386","80540"
"32364","3589Y9213","9J045725","YEAGER INS & FIN SCVS LL","Erie","STORE PAC APPAREL ACCESSORIES","DDV70","DDV70","DDV70","25177"
"32365","3624YA213","9J045909","SAA INSURANCE AGENCY","Hartford","BLDG PAC MERCANTILE SHOP CENTE","CBG32","X4211","X4211","95030"
"32366","3630Y0213","9J046027","MARK REID INSURANCE LLC","Other","BLDG PAC MERCANTILE SHOP CENTE","YL160","CBD59","CBD59","37188"
"32367","3395Y3213","9J046107","SECURITY SERVICE LLC","CNA","CON PAC LANDSCAPE GARDENING","DKD72","DKD72","DKD72","80214"
"32368","3651Y3213","9J04625A","GUS BATES CO\THE","Other","RESTAURANT ALL OTHER - FAST FO","HE159","CWH86","CWH86","76110"
"32369","3659YA213","9J046469","GREENHILL INSURANCE","Liberty","BUS PAC NAIL SALONS","XF958","CFS50","CFS50","76248"
"32370","3693Y9213","9J046722","BREINHOLT INS GROUP LLC","Other","BLDG PAC MFG PROCESSING","XG032","DHQ88","DHQ88","85281"
"32371","3691YA213","9J046771","PARKER SMITH & FEEK INC","Hartford","COMPUTER CONSULTANTS","68821","68821","68821","98004"
"32376","3701Y6213","9J046899","CESAR GROUP INC\THE","Other","BLDG PAC MFG PROCESSING","XF014","CFQ72","CFQ72","14201"
"32377","3709Y2213","9J047036","ASSOCIATED INSURANCE","Liberty","GARAGE PAC GENERAL REPAIRS WIT","XL985","XL985","XL985","87507"
"32378","3711Y5213","9J04705A","KWAN\WALTER\INS AGENCY","Guard Insurance (Berkshire Hathaway)","RESTAURANT ORIENTAL TAKE-OUT","XM042","XM042","XM042","2370"
"32379","3733Y2213","9J047362","ASSURED PARTNERS OF TX","Liberty","CONSULTANTS - MANAGEMENT","CWD07","CZR16","CQF03","75201"
"32380","3741y2213","9J047430","GREENHILL INSURANCE","Hartford","BUS PAC NAIL SALONS","XF958","CFS50","CFS50","76002"
"32381","3782Y3213","9J048174","HUB INTL INS SERVICES","Other","BLDG PAC OFC PRIMARY","89075","XV234","XV234","88005"
"32382","3803Y3213","9J048402","FRASER AGENCY INC","Allied","STORE PAC FOOD AND DRINKS DELI","HE159","CSC08","CSC08","76401"
"32383","3809Y0213","9J048592","FOURNIER INSURANCE-UP","Other","RESTAURANT PIZZA-FAMILY STYLE","VE697","XJ404","XJ404","98403"
"32384","3827YA213","9J048912","INTEGRATED INS SOLUTIONS","Other","CON PAC CARPENTRY-INTERIOR","CPP29","CPP29","CPP29","84121"
"32385","3836Y4213","9J049017","SAN MARCOS INS GROUP LLC","Hartford","OFC PAC PSYCHOLOGISTS","CTM52","CTM52","CTM52","85016"
"32387","3863Y8213","9J049331","TWFG INS SERVICES INC","Unknown","CLOTHING, ACCESSORIES:  T-SHIR","CCW16","DBP35","DBP35","20020"
"32388","3874Y1213","9J049423","LABARRE-OKSNEE INSURANCE","Other","CONDO PAC BLDG 5-12 UNITS","VE609","CKF31","CKF31","85318"
"32389","8252J1171","9J049539","INDEPENDENCE INS GROUP","CNA","OFC PAC INS AGENTS","VX266","X3915","X3915","85028"
"32390","3899Y2213","9J04983A","GENROSE INS AGENCY PLLC","Hartford","OFC PAC INS AGENTS","WK957","X4332","X4332","85718"
"32391","3933Y9213","9J050298","AFFORDABLE AMERICAN INS","Hartford","BUS PAC NAIL SALONS","CDY41","X3866","X3866","85085"
"32392","2676X7213","9J053922","BLANTON AND GRIFFIN INS","Hartford","PET DAY CARE-NO OVERNGT BOARD","NR224","DCK10","DCK10","31636"
"32393","4254Y0213","9J054783","ONEGROUP NY INC","Hartford","OFC PAC ACTG BKNG FIRMS","FA732","HF230","HF230","12866"
"32394","4294y7213","9J055510","NORTHERN INSURING AGENCY","Other","BLDG PAC OFC PRIMARY","VE438","VE438","VE438","13662"
"32396","4306Y2213","9J055718","SERVICE INSURANCE AGENCY","Other","RESTAURANT PIZZA-FAST FOOD","JJ562","CQR36","CQR36","61265"
"32397","4314y2213","9J056070","BEARINGSTAR INS INC","Other","STORE PAC HOME IMPROVEMENT STO","CJB04","HF530","HF530","2720"
"32398","4346Y9213","9J056844","SHANNON & LUCHS INS AGCY","Millers","CON PAC GLAZIERS","26974","XV444","XV444","20601"
"32399","4399Y8213","9J057299","ENGLE-HAMBRIGHT & DAVIES","Other","APART PAC BLDG 1-4 UNITS","ER255","EU884","EU884","18360"
"32400","4402Y2213","9J057343","OMNI FINANCIAL CORP","Liberty","STORE PAC FLORISTS SHOPS INC.","G6278","G6278","G6278","20878"
"32401","5155M0188","9J058376","KEENANSUGGS INSURANCE","Hanover","FINANCIAL PLANNERS","PM762","X0127","X0127","29205"
"32402","4471Y1213","9J058420","NCMIC INSURANCE SERVICES","Liberty","OFC PAC CHIROPRACTORS","CJG37","CJG37","CJG37","28732"
"32403","4480y6213","9J058757","GREATER INS SERVICE","Other","FINANCIAL PLANNERS","HG838","CHQ70","CHQ70","55744"
"32404","4468y4213","9J059428","HUB INTERNATIONAL NE","CNA","CONSULTANTS - MANAGEMENT","F6007","F6007","F6007","6903"
"32405","4468y4213","9J059428","HUB INTERNATIONAL NE","Hartford","CONSULTANTS - MANAGEMENT","F6007","F6007","F6007","6903"
"32406","4628Y4213","9J06049A","JACKSON\RICKY D\INS","Auto Owners","JANITORIAL SERVICES","CXG78","CXG78","CXG78","31707"
"32407","4730Y5213","9J062212","PENINSULA EXCESS INS BKR","CNA","STORE PAC PHOTOGRAPHY - PORTRA","XL699","XY753","XY753","8033"
"32408","4736Y2213","9J062341","TRUENORTH COMPANIES LC","Auto Owners","ENGRAVING SERVICES","WM371","CRD61","CRD61","50322"
"32411","4652Y4213","9J062365","FLOWERS INS AGENCY LLC","Hartford","STORE PAC VACUUM CLENER SALE &","TH137","HE689","HE689","36301"
"32413","4747Y6213","9J062574","STROCK INSURANCE AGENCY","Hartford","OFC PAC VETERINARIANS","DGT48","DGV08","DGV08","36066"
"32414","4758YA213","9J062642","FIRST IOWA INSURANCE AGENCY","Other","BLDG PAC MFG PROCESSING","G6831","XV180","XV180","52402"
"32415","4770Y1213","9J062814","FRIEDMAN ASSOCIATES","Nationwide","GARAGE PAC GENERAL REPAIRS WIT","WB140","WB140","WB140","23507"
"32416","4775Y4213","9J062955","DENVER AGENCY CO","Hartford","JEWELRY-IMITATION AND NOVELTY","G7463","G7463","G7463","80120"
"32417","4802Y5213","9J063362","AFFORDABLE AMERICAN INS","Guard Insurance (Berkshire Hathaway)","CONDO PAC BLDG 1-4 UNITS","CDY41","X3866","X3866","80537"
"32418","4819Y6213","9J063478","P K KELLY INSURANCE AGCY","Liberty","BLDG PAC MERCANTILE OTHER","CBK68","CDX99","CDX99","78131"
"32419","7935J9206","9J063811","KAMM INSURANCE GROUP INC","Liberty","COMMERCIAL CONDOMINIUM - OTHER","46253","XW440","XW440","60172"
"32420","4876Y7213","9J06444A","HOOD INSURANCE AGENCY","Hartford","OFC PAC - INTERIOR DECORATORS","FU090","X1336","X1336","30306"
"32421","4885Y1213","9J06452A","ALLIED INS MARKETING","Hanover","BUS PAC TV, STERO & VCR REPAIR","XG601","X0773","X0773","30044"
"32422","4931Y6213","9J065054","DEERFOOT INS AGENCY","Cincinnati","BLDG PAC OFC PRIMARY","CWX09","CWX09","CWX09","35128"
"32423","4904Y2213","9J065539","INS EXCHANGE LLC\THE","Liberty","BUS PAC DAY SPA","CVK37","CGJ90","CGJ90","59901"
"32424","4973y1213","9J06567A","AGENTS INC","Hartford","STORE PAC FOOD AND DRINKS DELI","CYX03","CYX03","CYX03","28387"
"32425","4951Y4213","9J06604A","SECURITY FIRST INSURANCE","Liberty","STORE PAC LIQUOR STORES","EP939","EP939","EP939","80120"
"32426","4996Y3213","9J066118","BUSINESS BENEFITS\THE","CNA","BUS PAC BEAUTY SHOPS","CVK78","CVK78","CVK78","22202"
"32427","5013YA213","9J06620A","P K KELLY INSURANCE AGCY","Liberty","BLDG PAC MERCANTILE OTHER","CBK68","CDX99","CDX99","79762"
"32428","5021YA213","9J066481","ISU STREETER BROTHERS","Other","BLDG PAC OFC PRIMARY","HE771","XY287","XY287","59101"
"32429","5045Y6213","9J066604","JONES EWING DOBBS & TAMP","Auto Owners","GARAGE PAC GENERAL REPAIRS WIT","XH572","CBK53","CBK53","31064"
"32430","5033Y8213","9J066689","ALLIED UNDERWRITING INC","Other","RESTAURANT OTHER ETHIC CUISINE","CRF44","CRF44","CRF44","35967"
"32431","5092Y8213","9J06727A","MY TEAM INS SERVICES","Hartford","STORE PAC CONVENIENCE STORE W","CPG08","CPG08","CPG08","37016"
"32432","5093Y2213","9J067489","ABP INSURANCE AGENCY","State Farm","RESTAURANT ALL OTHER - FAST FO","PC967","PC967","PC967","20002"
"32433","5097y0213","9J067508","SNOTHERLY INSURANCE AGCY","Allied","CONDO PAC BLDG 5-12 UNITS","DKR15","DKR88","DKR88","27713"
"32434","5103Y9213","9J067594","AVON-DIXON AGCY LLC\THE","Liberty","STORE PAC BOOKS MAG STATIONERY","HG112","XY314","XY314","21671"
"32435","5123Y7213","9J067871","RUPP & FIORE INS MGT INC","Lititz","OFC PAC STOCKBROKERS","25078","25078","25078","15642"
"32436","5137Y4213","9J068185","P K KELLY INSURANCE AGCY","Liberty","BLDG PAC MERCANTILE OTHER","CBK68","CDX99","CDX99","75050"
"32437","5149y2213","9J068197","SNOTHERLY INSURANCE AGCY","Allied","CONDO PAC BLDG 5-12 UNITS","DKR15","DKR88","DKR88","27604"
